id_genero,artista,similar
2,Akiko Tsuruga,Mike LeDonne
2,Aga Zaryan,Muzykoterapia
2,Aga Zaryan,Dorota Miśkiewicz
2,Aga Zaryan,Możdżer Danielsson Fresco
2,Ole Swing,Afrodisian Orchestra
2,Ole Swing,Enriquito
2,Ole Swing,Tchavolo Schmitt
2,Herbie Mann,Bobbi Humphrey
2,Herbie Mann,The Horace Silver Quintet
2,Herbie Mann,Hubert Laws
2,Carme Canela,Kitty Margolis
2,Carme Canela,Katrine Madsen
2,Carme Canela,Adele Sebastian
2,Martin Liege,Salina Cruz
2,Martin Liege,James Butler
2,Martin Liege,Colima
2,James Butler,Restaurant Lounge Background Music
2,James Butler,Florito
2,James Butler,Kai French
2,Cab Calloway & His Orchestra,Cab Calloway
2,Cab Calloway & His Orchestra,Artie Shaw and His Orchestra
2,Cab Calloway & His Orchestra,Benny Goodman
2,"Earth, Wind & Fire",Kool & the Gang
2,"Earth, Wind & Fire",Brothers Johnson
2,"Earth, Wind & Fire",Ohio Players
2,Alberto Tarin,TOMMY TORNADO
2,Alberto Tarin,The Oldians
2,Alberto Tarin,Skaks
2,Jeanette Lindström,Susi Hyldgaard
2,Jeanette Lindström,Muriel Zoe
2,Jeanette Lindström,Sonia Cat-Berro
2,Michiel Borstlap,Christian Janssen
2,Michiel Borstlap,Elias Kiefer
2,Michiel Borstlap,Matteo Myderwyk
2,David Manuhutu,Kevin Yosua
2,David Manuhutu,Mahesa Santoso
2,David Manuhutu,Sri Hanuraga
2,Bebo Valdés,Chucho Valdés
2,Bebo Valdés,Cachao
2,Bebo Valdés,Rubén González
2,Charles Schillings,Big Muff
2,Charles Schillings,Variety Lab
2,Charles Schillings,Doctor Rockit
2,Mani Deïz,Cenza
2,Mani Deïz,Dany Dan
2,Mani Deïz,Mani Deiz
2,IAMPAUL,Alecs DeLarge
2,IAMPAUL,Lito Akari
2,IAMPAUL,Don Philippe
2,The Tepping Trio,Melaine Susiane
2,The Tepping Trio,Simone Du Beke Trio
2,The Tepping Trio,The Duck Quartet
2,Ahmad Jamal,Ahmad Jamal Trio
2,Ahmad Jamal,Bud Powell
2,Ahmad Jamal,Hank Jones
2,Desidério Lázaro,João Firmino
2,Desidério Lázaro,João Hasselberg
2,Desidério Lázaro,Nelson Cascais
2,Duoscience,mSdoS
2,Duoscience,Intelligent Manners
2,Duoscience,Rowpieces
2,Shelly Manne,Bud Shank
2,Shelly Manne,Hampton Hawes
2,Shelly Manne,Gerry Mulligan Quartet
2,Brian Tarquin,Duncan Millar
2,Brian Tarquin,Soundscape UK
2,Brian Tarquin,Gota
2,Ella Fitzgerald,Ella Fitzgerald & Louis Armstrong
2,Ella Fitzgerald,Sarah Vaughan
2,Ella Fitzgerald,Billie Holiday
2,The MaddGeek,kid lafixa
2,The MaddGeek,Gradozero
2,The MaddGeek,hisotsu
2,Stefano Di Battista,Monty Alexander
2,Stefano Di Battista,Melissa Aldana
2,Stefano Di Battista,Chris Potter
2,¡Cubanismo!,Mi Son
2,¡Cubanismo!,Vieja Trova Santiaguera
2,¡Cubanismo!,Los Guaracheros De Oriente
2,Bunk Johnson,Kid Ory
2,Bunk Johnson,Muggsy Spanier
2,Bunk Johnson,New Orleans Rhythm Kings
2,Edward Vesala Ensemble,Matti Järvinen
2,Edward Vesala Ensemble,Isokynä Lindholm
2,Edward Vesala Ensemble,Jukka Tolonen
2,Mat Mathews,Quintet Johnny Meyer
2,Mat Mathews,Le Quartette swing Emile Carrara
2,Mat Mathews,Tony Murena Et Son Ensemble Swing
2,Susanne Regen,John Flame
2,Susanne Regen,Gregory Aigersson
2,Susanne Regen,Victor Sommers
2,Pietro Tonolo,Danilo Rea
2,Pietro Tonolo,Rita Marcotulli
2,Pietro Tonolo,Doctor 3
2,Luiz Ayrao,Paulo Diniz
2,Luiz Ayrao,Márcio Greyck
2,Luiz Ayrao,Noite Ilustrada
2,TICO DE MORAES,Brazil XXI
2,TICO DE MORAES,Nova Bossa Ltd.
2,TICO DE MORAES,The Big Bossa
2,Arturo Sandoval,Maynard Ferguson
2,Arturo Sandoval,Chucho Valdés
2,Arturo Sandoval,Poncho Sanchez
2,Jackie McLean,Lee Morgan
2,Jackie McLean,Hank Mobley
2,Jackie McLean,Booker Ervin
2,Jack Hylton & His Orchestra,Lew Stone & His Band
2,Jack Hylton & His Orchestra,Ambrose & His Orchestra
2,Jack Hylton & His Orchestra,Jack Hylton
2,Bora Çeliker,Matt Carmichael
2,Bora Çeliker,Kerem Görsev
2,Bora Çeliker,Cenk Erdoğan
2,Ohmega Watts,Othello
2,Ohmega Watts,Giant Panda
2,Ohmega Watts,Crown City Rockers
2,"YoYo the ""Pianoman""",MEGAPTERAS
2,"YoYo the ""Pianoman""",K.Yashiro
2,"YoYo the ""Pianoman""",Emphasis On Jazz
2,Kentaro Takizawa,Coldfeet
2,Kentaro Takizawa,Chieko Kinbara
2,Kentaro Takizawa,GTS
2,Herbie Mann,Bobbi Humphrey
2,Herbie Mann,The Horace Silver Quintet
2,Herbie Mann,Hubert Laws
2,Mel Tormé,Vic Damone
2,Mel Tormé,Peggy Lee
2,Mel Tormé,Anita O'Day
2,Funkee Boy,Jeanette Harris
2,Funkee Boy,Gail Jhonson
2,Funkee Boy,Elan Trotman
2,Sugarwork,Jimetta Rose & The Voices Of Creation
2,Sugarwork,RAH & The Ruffcats
2,Sugarwork,Norman Willmore
2,Denise King,"Papik, Fabio Tullio"
2,Denise King,Karen Souza
2,Denise King,Eve St. Jones
2,Javier Colina,Chano Domínguez
2,Javier Colina,Bebo Valdes & Chucho Valdes
2,Javier Colina,Ignasi Terraza Trio
2,Magalí Sare,Alex & Julia
2,Magalí Sare,Xarim Aresté
2,Magalí Sare,Nico Roig
2,Dani Nel·lo,Rudy Albano
2,Dani Nel·lo,Salerosa
2,Dani Nel·lo,Latin Sampling
2,Servando Rascón,Freddy Marichal
2,Servando Rascón,Tank Trio
2,Servando Rascón,Amanda Tovalin
2,Beny Moré,Rubén González
2,Beny Moré,La Sonora Matancera
2,Beny Moré,Cachao
2,Orquesta Aragón,Los Van Van
2,Orquesta Aragón,Celia Cruz
2,Orquesta Aragón,Sierra Maestra
2,Wayne Gorbea,Orquesta La Conspiración
2,Wayne Gorbea,Ray Perez
2,Wayne Gorbea,ORQUESTA SABOTAJE
2,Joe Cuba,Joe Cuba Sextet
2,Joe Cuba,Justo Betancourt
2,Joe Cuba,Mon Rivera
2,Joe Cuba,Joe Cuba Sextet
2,Joe Cuba,Justo Betancourt
2,Joe Cuba,Mon Rivera
2,Gary Burton,Chick Corea
2,Gary Burton,John Scofield
2,Gary Burton,Pat Metheny Group
2,Bobby Darin,Dean Martin
2,Bobby Darin,"Sammy Davis, Jr."
2,Bobby Darin,Perry Como
2,Jestofunk,Brooklyn Funk Essentials
2,Jestofunk,STR4TA
2,Jestofunk,Uptown Funk Empire
2,Muff,The Wednesdays
2,Muff,Nina Pušlar
2,Muff,Alya
2,Harry James,Tommy Dorsey
2,Harry James,Harry James & His Orchestra
2,Harry James,Glenn Miller
2,Carlos Lyra,Sylvia Telles
2,Carlos Lyra,Wanda De Sah
2,Carlos Lyra,Johnny Alf
2,John Burnsby,Olivia Keast
2,John Burnsby,Talisha Karrer
2,John Burnsby,Meg Birch
2,"Henry ""Red"" Allen",Muggsy Spanier
2,"Henry ""Red"" Allen",Kid Ory
2,"Henry ""Red"" Allen",Bunk Johnson
2,Tito Rodriguez,Rolando Laserie
2,Tito Rodriguez,La Sonora Matancera
2,Tito Rodriguez,Cheo Feliciano
2,Luciana Souza,Stacey Kent
2,Luciana Souza,Dianne Reeves
2,Luciana Souza,Cécile McLorin Salvant
2,Machito,Sabu
2,Machito,Tito Puente
2,Machito,Willie Bobo
2,Howard McGhee,Hampton Hawes
2,Howard McGhee,Roy Haynes
2,Howard McGhee,Jackie McLean
2,Coffee House Jazz Club,Outdoor Piano Party
2,Coffee House Jazz Club,Coffee Shop Swingers
2,Coffee House Jazz Club,Chill Out Dinner Jazz
2,Dale Burbeck,Mitch Joy
2,Dale Burbeck,John Devson
2,Dale Burbeck,Marcus Daves
