nombre_artista,album,fecha,tipo,track
Antonín Dvořák,"Trio Shaham, Erez, Wallfisch: Schumann, Dvořák, Grieg",2018-01-05,track,"Piano Trio No. 4 in E Minor, Op. 90: IV. Andante moderato - Allegretto scherzando"
Johannes Brahms,Beethoven: Symphony No. 9 & Brahms: Nänie,2018-11-02,track,"Nänie, Op. 82"
Dominick Argento,"Dominick Argento: The Boor, Miss Havisham's Wedding Night, A Water Bird Talk",2018-03-06,track,"The Boor: Scene XI: The Widow, the Boor"
Dominick Argento,"Dominick Argento: The Boor, Miss Havisham's Wedding Night, A Water Bird Talk",2018-03-06,track,"The Boor: Scene X: The Servant, the Boor"
Jean-Philippe Rameau,Les tendres plaintes,2018-01-05,track,"Nouvelles suites de pièces de clavecin, Suite in G Major-Minor: VI. Les sauvages (Arr. S. Nogrette for Guitar)"
Ludwig van Beethoven,"Beethoven Sonata para Piano Nº17 ""La Tempestad""",2018-01-19,track,"Piano Sonata No. 17 in D Minor, Op. 31 No. 2 ""Tempest"": I. Largo - Allegro"
Enrique Granados,Miquel Farré Recital,2018-01-01,track,Valsos poètics (poetic waltzes): Vals No. 5
Johann Sebastian Bach,J.S. Bach Suites para Violonchelo,2018-01-12,track,"Cello Suite No. 6 in D Major, BWV 1012: VI. Gigue"
Johann Sebastian Bach,J.S. Bach Suites para Violonchelo,2018-01-12,track,"Cello Suite No. 4 in E-Flat Major, BWV 1010: IV. Sarabande"
Joseph Haydn,"Haydn 2032, Vol. 6: Lamentatione",2018-06-01,track,"Symphony No. 3 in G Major, Hob.I:3: IV. Finale. Presto"
Antonio Vivaldi,German Brass: Everything for Christmas (Complete Christmas Recordings),2018-11-16,track,"Concerto No. 4 in F Minor, RV 297 ""Winter"": III. Allegro - Arr. By Matthias Höfs"
Johann Sebastian Bach,J.S. Bach Suites para Violonchelo,2018-01-12,track,"Cello Suite No. 6 in D Major, BWV 1012: III. Courante"
Georg Philipp Telemann,Bach/Telemann: Cantatas for Baritone,2018-04-27,track,"Was gibst du denn, o meine Seele, TWV 1:1510: I. Choral"
Antonio Vivaldi,Michala Petri Plays Vivaldi Concertos,2018-06-08,track,"Concerto No. 5 in F Major, RV 434: II. Largo e cantabile"
Antonio Vivaldi,Vivaldi: Concerti per organo,2018-10-19,track,"Violin Concerto in D Major, Op. 3 No. 9, RV 230 (Arr. A. Dawson for Organ): II. Andante"
Gabriel Fauré,Ici-bas - Les mélodies de Gabriel Fauré,2018-11-09,track,Notre amour (feat. Philippe Katerine & JP Nataf)
George Frideric Handel,La magie de la harpe,2018-04-06,track,"Harpsichord Suite No. 11 in D Minor, HWV 437: III. Sarabande"
Wolfgang Amadeus Mozart,Mozart: 6 German Dances,2018-05-26,track,"6 German Dances in F Major, K. 536: V."
Istvan Szekely,Highlights of Radio Musica Clasica,2018-04-25,track,"Ballade No. 4 in F Minor, Op. 52"
Bernat Vivancos,In Montibus Sanctis,2018-11-13,track,Santa Nit
Sérgio de Vasconcellos Corrêa,Sérgio de Vasconcellos-Corrêa - Obras para Piano,2018-05-27,track,Dança Brasileira No. 1
Olena Yuriivna Shostko,Untold,2018-06-29,track,Dreams of You
Dmitri Shostakovich,Shostakovich: Symphony No. 8,2018-10-05,track,"Symphony No. 8 in C Minor, Op. 65: II. Allegretto"
Johann Sebastian Bach,バッハ：ゴ-ルトベルク変奏曲／上杉春雄(ピアノ),2018-07-18,track,"ゴールドベルク変奏曲 ト長調, BWV 988: 第 9変奏 ― 3度のカノン"
Johann Sebastian Bach,Orgelconcert,2018-01-15,track,"Orchester-Suite No. 3 D-dur, BWV 1068: Adagio (Arranged by Sigfrid Karg-Elert) - Live"
Franz Liszt,Complete Erato Recordings,2018-09-14,track,"Liszt: Études d'exécution transcendante, S. 139: No. 2, in A Minor - Molto vivace, ""Fusées"""
An-Lun Huang,An-lun Huang: Piano Music,2018-01-19,track,"Prelude & Fugue in F Minor, Op. 68 No. 3 (Version for Piano): Fugue"
Herbert Howells,The House of the Mind,2018-06-08,track,Regina caeli
Johann Sebastian Bach,バッハ：ゴ-ルトベルク変奏曲／上杉春雄(ピアノ),2018-07-18,track,"ゴールドベルク変奏曲 ト長調, BWV 988: 第 3変奏 ― 1度のカノン"
Wim Mertens,That Which Is Not,2019-02-01,track,Affording More
Wim Mertens,That Which Is Not,2019-02-01,track,Freeze On Volume
Ludwig van Beethoven,Beethoven: Piano Works,2019-10-11,track,"6 Variations on ""Nel cor piu non mi sento"", WoO 70: Var. 6"
Manuel de Falla,Falla: El amor brujo (1915 Version) & El retablo de maese Pedro,2019-05-10,track,"El retablo de maese Pedro: Vais en paz, oh par sin par de verdaderos amantes"
Manuel de Falla,Falla: El amor brujo (1915 Version) & El retablo de maese Pedro,2019-05-10,track,El retablo de maese Pedro: Miren luego vuesas mercedes cómo llevan al moro a la plaza de la ciudad
Pablo Sorozábal,Ametsetan: Basque Songs,2019-01-18,track,"7 Lieder: No. 1, Ametsetan"
Carlos Gardel,La Tropilla,2019-02-09,track,La Novia Ausente
Johann Nepomuk Hummel,"Hummel: Piano Concertos, Vol. 2",2019-11-29,track,"Concerto for Piano and Orchestra in A Major, WoO 24a S.5: III. Rondo"
Radamés Gnattali,Concerto de Choro (Flauta e Violões),2019-05-08,track,Suíte Retratos: IV. Chiquinha Gonzaga - Corta-Jaca
Michael Gielen,Adagios 101,2019-12-20,track,"Piano Concerto No. 2 in B-Flat Major, Op. 19: II. Adagio"
Johann Baptist Vanhal,"Vanhal: Missa Solemnis in E-Flat Major, Stabat Mater in F Major & Symphony in D Major, Bryan D4",2019-04-12,track,Missa solemnis in E-Flat Major: VIa. Agnus Dei
Ariel Ramírez,Sonidos para el Alma,2019-12-02,track,Melodia Desencadenada
Johann Sebastian Bach,Música clásica de violín,2019-04-19,track,"Violin Concerto No. 1 in A Minor, BWV 1041: I. No Tempo Indication"
Antonio Vivaldi,Vivaldi #violin,2019-07-13,track,"Violin Concerto in A Minor, RV 356: II. Largo"
Hector Berlioz,Berlioz: The Complete Works,2019-02-01,track,"Berlioz: Te Deum, Op. 22, H 118: II. Tibi omnes - Hymne"
Erik Satie,100 Best Children's Classics,2019-04-19,track,"Satie: 3 Gymnopédies: No. 1, Lent et douloureux"
Jean-Philippe Rameau,Les Indes Galantes,2019-04-05,track,"Les Indes galantes, RCT 44, Act III: Forêts paisibles"
Antonio Vivaldi,Música clásica de violín,2019-04-19,track,"Le quattro stagioni, Violin Concerto No. 2 in G Minor, RV 315, ""L'estate"": III. Presto"
Rahul Vellal,Ayyo Neneka,2019-01-20,track,Ayyo Neneka
Rahul Vellal,Sodinchi Choodabothe,2019-08-05,track,Sodinchi Choodabothe
Manuel de Falla,Obras Completas (Remastered),2019-09-06,track,El Retablo de Maese Pedro (Cuadro Iii- el Suplicio del Moro) - Remastered
Manuel de Falla,Obras Completas (Remastered),2019-09-06,track,Siete Canciones Populares Españolas (El Paño Moruno) - Remastered
Manuel de Falla,Obras Completas (Remastered),2019-09-06,track,El Amor Brujo (Introducción y Escena) - Remastered
Johannes Brahms,Influences,2019-05-05,track,"String quartet No. 3, Op. 67: III. Agitato (Allegretto non troppo)"
Joseph Haydn,Influences,2019-05-05,track,"String quartet in E-Flat Major, Op. 64 No. 6: II. Andante"
Manuel de Falla,Obras Completas (Remastered),2019-09-06,track,El Retablo de Maese Pedro (Cuadro Iv- los Pirineos) - Remastered
Manuel de Falla,Obras Completas (Remastered),2019-09-06,track,El Retablo de Maese Pedro (Cuadro V- la Fuga) - Remastered
Manuel de Falla,Obras Completas (Remastered),2019-09-06,track,El Amor Brujo (En la Cueva- la Noche) - Remastered
Manuel de Falla,Obras Completas (Remastered),2019-09-06,track,La Vida Breve (Intermedio) - Remastered
Matteo Carcassi,Relaxing Classical Playlist: Music for Day Routine,2019-03-25,track,"Choix D'Airs, Op. 5: No. 3"
Karol Szymanowski,The Best of Martin Jones: Discover Granados,2019-10-04,track,"Four Polish Pieces: IV. Polonaise (Moderato. Festivo, pomposo)"
Roman Berger,Roman Berger: Exodus - Adagio I & II,2019-03-27,track,"Exodus for Organ, Musica profana, dies Irae: No. 2, Swinging"
Mario Castelnuovo-Tedesco,Castelnuovo-Tedesco: Works for Cello & Piano,2019-03-08,track,"Toccata, Op. 83: I. Introduzione"
Jacqueline Fontyn,Affect is no Crime. New Music for Old Instruments,2019-10-25,track,La fenêtre ouverte: II. Un peu indolent... Mais fluide
Jules Massenet,Classical Violin Hits,2019-04-05,track,"Thaïs, Act II: Méditation"
Ignaz Pleyel,Wisps in the Dell,2019-10-04,track,"32 Scottish Folksongs (Excerpts): No. 13, The Ewe Bughts, B. 719 [Arr. for Voice & Chamber Ensemble]"
Franz Danzi,Fesca & Danzi: Psalms,2019-01-18,track,"Preiss Gottes: IX. Danket dem Herrn, denn er ist freundlich. Allegro"
Heitor Villa-Lobos,Chill Classical Guitar (Quality Relaxation),2019-03-15,track,"5 Preludes, W419: No. 5 in D Major - Poco animato"
Carl Philipp Emanuel Bach,Violinsonaten,2019-03-01,track,"Sinfonia in D-Dur, Wq.74, H. 507: II. Andante"
James Whitbourn,Whitbourn: Annelies (Chamber Version),2019-03-01,track,Annelies (Chamber Version): II. The Capture Foretold [Live]
Johann Sebastian Bach,Bach: Complete Cello Suites,2019-09-06,track,"Cello Suite No. 5 in C Minor, BWV 1011: V. Gavottes 1 & 2"
Modest Mussorgsky,Creepy Classical,2019-11-08,track,Pictures at an Exhibition: I. The Gnome (Gnomus)
Charles-Marie Widor,Hommage a Widor,2019-01-28,track,"Organ Symphony No. 4, Op. 13 No. 4: VI. Finale - Live at St. Eskils Church, Stockholm"
