nombre_artista,album,fecha,tipo,track
George Frideric Handel,Best of Handel,2019-10-11,track,"Handel: Eternal Source Of Light Divine (Ode For The Birthday Of Queen Anne), HWV 74"
Hélène Grimaud,Memory Echo,2019-10-25,track,Gnossienne No. 1 - Nitin Sawhney Version
Ludovico Einaudi,Seven Days Walking / Day 1: Cold Wind Var. 1,2019-03-01,track,Seven Days Walking / Day 1: Cold Wind Var. 1
Ludovico Einaudi,Seven Days Walking (Day 1),2019-03-15,track,Seven Days Walking / Day 1: Low Mist Var. 2
Ola Gjeilo,Still,2019-08-23,track,Still
Ludwig van Beethoven,Beethoven: Complete Piano Concertos (Live at Konzerthaus Berlin / 2018),2019-09-13,track,"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": II. Adagio un poco mosso - Live at Konzerthaus Berlin / 2018"
Federico Albanese,The Twelve (Original Motion Picture Soundtrack),2019-05-03,track,Gentle Flow
Frédéric Chopin,The Nocturnes,2019-12-13,track,"Nocturne No. 2 in E-Flat Major, Op. 9 No. 2"
Random Piano,Canon in D,2019-05-06,track,Canon in D
Hans Zimmer,The World of Hans Zimmer - A Symphonic Celebration (Live),2019-03-15,track,"Pirates of The Caribbean Orchestra Suite: Part 2, Drink Up Me Hearties Yo Ho - Live"
Ludovico Einaudi,Seven Days Walking (Day 2),2019-04-19,track,Seven Days Walking / Day 2: Golden Butterflies Var. 1
Mr. Ferrando,Al Final la Paz O el Final II,2019-01-05,track,Al Final la Paz O el Final II
Antonio Vivaldi,Vivaldi,2019-09-20,track,"Nisi Dominus, RV 608 - Arr. Cello: 4. Cum dederit dilectis suis (Arr. Cello)"
Mr. Ferrando,Al final la paz o el final I,2019-01-04,track,Al final la paz o el final I
Max Richter,Piano Book (Deluxe Edition),2019-03-29,track,The Departure
Orquesta Internacional Guachambe,Adios Amor,2019-01-25,track,Infiel / Lo Que me Duele / Te Arrepentiras / Procuro Olvidarte
Two Steps from Hell,Dragon,2019-01-18,track,Bravestone
J.T. Peterson,A Forgotten Dynasty,2019-10-18,track,A Forgotten Dynasty
Felix Mendelssohn,Grieg: Lyric Pieces - Mendelssohn: Lieder ohne Worte,2019-06-01,track,"Lieder ohne Worte, Book 2, Op. 30: No. 6 in F-Sharp Minor, MWV U 110 ""Venetianisches Gondellied"""
Gabríel Ólafs,Absent Minded,2019-08-30,track,Cyclist Waltz
Mr. Ferrando,Tmwktl,2019-07-12,track,Tmwktl
Luca Longobardi,Van Gogh - La Nuit Étoilée,2019-02-22,track,Elegie I
Nicostrauss,Aurora lucis,2019-04-24,track,The raggle taggle gypsy
Orquesta Trébol,70 Aniversario,2019-01-01,track,Corridos Mejicanos
Eric Christian,Valse Sentimentale No. 2,2019-01-11,track,Valse Sentimentale No. 2
Ludovico Einaudi,Seven Days Walking (Day 3),2019-05-17,track,Seven Days Walking / Day 3: Full Moon
Mr. Ferrando,Un Gernika Tras el Gernika (Excerpts),2019-09-04,track,Un Gernika Tras el Gernika (Excerpts)
Nico Cartosio,Melting,2019-04-17,track,Adagio For Strings And Storm
Ludovico Einaudi,Fox Tracks (Day 3),2019-05-10,track,Seven Days Walking / Day 3: Fox Tracks
Jules Massenet,Clair de Lune - Orchestral Favourites; Waldteufel - Waltzes,2019-05-10,track,La Vierge / Scene 4: The Assumption: Le dernier sommeil de la Vièrge (The Last Sleep of the Virgin)
Franz Schubert,Schubert,2019-03-15,track,"4 Impromptus, Op. 90, D. 899: No. 3 in G-flat major"
Ludwig van Beethoven,Beethoven: The Complete Piano Sonatas,2019-09-13,track,"Piano Sonata No. 8 in C minor, Op. 13, ""Pathétique"": II. Adagio cantabile"
Sonya Belousova,Toss A Coin To Your Witcher,2020-01-22,track,Toss A Coin To Your Witcher
Ludwig van Beethoven,Beethoven: Symphony No. 7,2020-09-25,track,"Symphony No. 7 in A Major, Op. 92: II. Allegretto"
Ludwig van Beethoven,Beethoven: Symphony No. 5,2020-05-15,track,"Beethoven: Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio"
Royal Philharmonic Orchestra,Disney Goes Classical,2020-10-02,track,"I See The Light - From ""Tangled"""
Federico Dubbini,Heavenly Flight,2020-02-25,track,Heavenly Flight
Vibraciones,Me Dediqué a Perderte,2020-06-05,track,Hasta el Fin del Mundo
Brain Power Amadeus,Mozart Effect,2020-03-08,track,Comptine D'un Autre Été
Wolfgang Amadeus Mozart,Classic,2020-02-07,track,Lacrimosa
Orquesta Los Satélites,Con Mucho Ritmo,2020-03-25,track,Apretadito
Royal Philharmonic Orchestra,Disney Goes Classical,2020-10-02,track,"How Far I'll Go - From ""Moana"""
Eternal Eclipse,Forgotten Odes,2020-04-07,track,Born from Ashes
François Couperin,Labyrinth,2020-10-09,track,Les Barricades Mystérieuses
Rodrigo Viola,Historiette No.5,2020-08-15,track,Historiette No.5
Ludwig van Beethoven,This Is (Not) Beethoven,2020-08-14,track,Adagietto
Ludovico Einaudi,Fuori Dal Mondo (Remastered 2020),2020-09-18,track,Fuori Dal Mondo - Remastered 2020
Yiruma,Room With A View,2020-05-22,track,Berrylands Rd.
Orquesta Los Satélites,70 Aniversario,2020-03-26,track,Linda Carmiña
Miquel Pérez Perelló,El Día Que Me Quieras,2020-12-05,track,En los Campos en Flor
Martin Kohlstedt,Flur,2020-11-27,track,PAN
Brain Power Amadeus,Mozart Effect,2020-03-08,track,Moonlight Sonata
Elskavon,Du Nord,2020-11-20,track,Itasca
Johann Sebastian Bach,Bach: Goldberg Variations: Variation 1 (Arranged for Harp),2020-08-28,track,"Goldberg Variations, BWV 988: Variation 1 (Arr. for Harp)"
Johann Strauss II,El Danubio Azul,2020-06-10,track,El Danubio Azul
Brain Power Amadeus,Mozart Effect,2020-03-08,track,Clair De Lune
Illuminine,"Dear, Piano",2020-08-21,track,Interlude (Reprise) - Lake Isabel Rework
Valentina Lisitsa,Frédéric Chopin 24 Etudes,2020-03-01,track,Etude Op. 10 no. 3 in E Major
Ola Gjeilo,Seasons,2020-11-13,track,Winter
Secret Garden,Nocturne: The 25th Anniversary Collection,2020-05-08,track,Adagio - Piano Version
Wolfgang Amadeus Mozart,Mozart: Piano Concertos Nos. 22 & 24,2020-01-31,track,"Piano Concerto No. 22 in E-Flat Major, K. 482: III. Allegro"
Illuminine,"Dear, Piano",2020-08-21,track,"Apprehension, Pt. 1 - Thomas E Rouch Rework"
Orquesta Los Satélites,Hay Algo en Ti,2020-03-24,track,Vámonos para la Fiesta
Mari Samuelsen,Moonlight,2020-05-01,track,Moonlight
Brain Power Amadeus,Mozart Effect,2020-03-08,track,Nocturne in E Flat Major
Jean-Philippe Rameau,Cello 360,2020-11-27,track,"Suite in G Major, RCT 6: No. 14, Les sauvages - Arr. for Solo Cello - Nouvelles suites de pièces de clavecin"
Javi Peña,Mangata,2020-05-14,track,Mangata
Ludovico Einaudi,12 Songs From Home,2020-05-08,track,Gravity
Gabriel Fauré,Elgar,2020-01-10,track,"Elégie in C Minor, Op. 24 (Arr. Parkin for Cello Ensemble)"
Ludwig van Beethoven,"Beethoven: Fur Elise, Bagatelles Opp. 33, 119 & 126",2020-07-10,track,"Bagatelle in A Minor, WoO 59 ʻFür Eliseʼ"
Vanbur,Falling Colour,2020-10-09,track,Falling Colour
George Frideric Handel,Classic,2020-02-07,track,Lascia Ch' io Pianga
Grupo Beatriz,Bailamos,2020-01-24,track,Se Iluminaba
Brain Power Amadeus,Mozart Effect,2020-03-08,track,Air
Kris Bowers,Bridgerton (Music from the Netflix Original Series),2020-12-25,track,Come With Me
Lambert,Balcony Hotel (From 'Miss'),2020-03-13,track,Balcony Hotel - From 'Miss'
Abilene,Skye,2020-04-29,track,Fjord
Ólafur Arnalds,some kind of peace,2020-11-06,track,Woven Song
Celestial Aeon Project,Fantasy Realms,2020-04-06,track,"Aerie's Romance - From ""Baldur's Gate 2"""
Nicholas Britell,Succession: Season 2 (Music from the HBO Series),2020-05-22,track,"Concerto Grosso in C Minor + End Credits - ""You Have To Be A Killer"""
Alexis Ffrench,Walk With Us (For Black Lives Matter),2020-08-28,track,Walk With Us - For Black Lives Matter
Antonín Dvořák,Dvořák: Cello Concerto,2020-08-07,track,"Gypsy Melodies, Op. 55, B. 104: IV. Songs My Mother Taught Me (Arr. Soltani For Solo Cello and Cello Ensemble)"
Titanic Orchestra,Back to Titanic,2016-09-29,track,Nearer My God to Thee
Enigma,The Fall Of A Rebel Angel,2016-11-11,track,Sadeness (Part II)
Nuevo Klan,2015 (#Veintequince),2016-01-15,track,Por la boca vive el pez
Yoni y Aya,17 Temas de Verbena. Para los Amigos,2016-05-10,track,Me Encantas
Adrian Von Ziegler,Moonsong,2016-12-12,track,Woodland Tales
El Combo Dominicano,Pa' Gozar,2016-11-18,track,La Suerte
Jóhann Jóhannsson,Orphée,2016-09-16,track,A Pile of Dust
Georges Bizet,Sommernachtskonzert 2016 / Summer Night Concert 2016,2016-06-10,track,Farandole
Jóhann Jóhannsson,Orphée,2016-09-16,track,"Good Morning, Midnight"
Elvis Presley,The Wonder of You: Elvis Presley with the Royal Philharmonic Orchestra,2016-10-21,track,I Just Can't Help Believin'
Blondie,Heart Of Glass (Crabtree Remix),2016-01-01,track,Heart Of Glass - Crabtree Remix
Dardust,Birth (Bonus Tracks Version),2016-03-11,track,Birth - Acoustic Version
Grupo Tekila,La Banda Que Manda,2016-09-26,track,Por Fin Te Encontre
Nino Rota,Dolce Vita,2016-10-07,track,Parla più piano
The Hollywood Symphony,Mozart in the Jungle: Seasons 1 and 2 (An Amazon Music Original Soundtrack),2016-08-12,track,Lisztomania
Georges Bizet,Viva Olympia (Live),2016-08-05,track,Opera Potpourri - Live
Giovanni Pierluigi da Palestrina,Palestrina,2016-10-07,track,Missa Papae Marcelli: I. Kyrie
Domenico Scarlatti,"D. Scarlatti: Sonatas, Vol. 1",2016-01-29,track,"Keyboard Sonata in D Minor, Kk. 9"
Grupo Tekila,La Banda Que Manda,2016-09-26,track,Lejos de Ti
Claude Debussy,And the Things that Remain,2016-11-25,track,"La Fille Aux Cheveux De Lin, L. 117"
Charles Williams,Love Story: Piano Themes From Cinema's Golden Age,2016-08-26,track,"Jealous Lover - From ""The Apartment"""
David Chappell,Heroes Never Die,2016-10-28,track,Heroes Never Die
Tony Fenelon,Tony Fenelon Collections on Atelier,2016-02-26,track,Nessun Dorma: Turandot (Instrumental)
Anonymous,El Canto Gregoriano en el Camino de Santiago (2016 Remastered Version),2016-06-03,track,Alleluia in greco - Códice Calixtino
Erik Satie,Erik Satie & Friends,2016-04-01,track,Trois Gymnopédies: Première Gymnopédie
Dmitri Shostakovich,Best Classical Music,2016-11-22,track,Suite for Jazz Orchestra No. 2: VII. Waltz 2
George Frideric Handel,Handel: Water Music,2016-02-05,track,"Water Music, Suite No. 1, HWV 348: No. 8, Bourrée"
Andrei Krylov,Medieval Viking Music Magic Fantasy for Celtic Folk Lute and Classical Guitar,2016-01-01,track,Viking Boaters Dancing in Scotland (feat. Lana Ross)
Anonymous,El Canto Gregoriano en el Camino de Santiago (2016 Remastered Version),2016-06-03,track,Oculi omnium. Gradual (Modo VII) - Remasterizado
Frédéric Descargues,Merlí. la Filosofía Et Fará Trempar. Segona Temporada (Música Original de la Serie),2016-12-16,track,Peer Gynt: el Matí (El Matí Perfecte del Gerard)
Edvard Grieg,"Wonderland - Edvard Grieg: Piano Concerto, Lyric Pieces",2016-09-09,track,"Lyric Pieces, Book 1, Op. 12: No. 7, Album Leaf"
Rik,The Romantic Period,2016-03-01,track,"Prelude in G-Flat Major, La Fille Aux Cheveux De Lin"
Anonymous,El Canto Gregoriano en el Camino de Santiago (2016 Remastered Version),2016-06-03,track,Veni creator spiritus. Himno (Modo VIII) - Remasterizado
Anonymous,El Canto Gregoriano en el Camino de Santiago (2016 Remastered Version),2016-06-03,track,Ave mundi spes Maria - Secuencia (Modos VII y VIII) - Remasterizado
Antonio Vivaldi,Vivaldi: The Four Seasons,2016-10-18,track,"The Four Seasons, Op. 8 L'inverno ""Winter"": I. Allegro non molto"
Steven Gutheinz,Vision,2016-11-11,track,Sierra
Anonymous,El Canto Gregoriano en el Camino de Santiago (2016 Remastered Version),2016-06-03,track,Genuit puerpera regem - Antífona y Salmo 99 (Modo II) - Remasterizado
François Couperin,Hypersuites,2016-08-26,track,"Troisième livre de pièces de clavecin: 6ème ordre, Les barricades mystérieuses - Adapted by Marina Baranova"
Thomas Enhco,Funambules,2016-04-01,track,Éclipse
Grupo Arena,Grupo Arena (Safari/Mambo Version),2016-12-08,track,Grupo Arena - Safari/Mambo Version
Ólafur Arnalds,Island Songs,2016-10-28,track,Study For Player Piano (II)
Ottorino Respighi,Respighi: Antiche danze ed arie per liuto & Gli uccelli,2016-02-05,track,"Antiche danze ed arie per liuto, Suite No. 1, P. 109: I. Balletto detto ""Il Conte Orlando"""
Cyprien Katsaris,Elective Affinities - Die Wahlverwandtschaften (World Premiere Recordings),2016-10-01,track,"Goodbye, Mr. Rachmaninov - World Premiere Recording"
"Benedictines of Mary, Queen of Apostles",Adoration at Ephesus,2016-04-26,track,Panis Angelicus
Orquesta Internacional Guachambe,Me Vas a Extrañar,2016-09-10,track,Me Vas a Extrañar
Johan Halvorsen,Music for Violin and Viola,2016-11-01,track,Passacaglia for Violin and Viola
Grupo Bomba,Más y Mejor,2016-04-16,track,Por Que Me Ilusionaste
Christopher Tin,Sid Meier's Civilization VI (Original Game Soundtrack),2016,track,Sogno di Volare (The Dream of Flight)
Christoph Willibald Gluck,Baroqueswing Vol. II,2016-10-14,track,Orphée & Eurydice: Mélodie - Arranged by Charl du Plessis
Modest Mussorgsky,Mussorgsky: Pictures At An Exhibition,2016-12-02,track,Pictures at an Exhibition (Orch. Ravel): I. Gnomus
Luca D'Alberto,Endless,2017-06-02,track,Endless (26th May 2016)
Luca D'Alberto,Endless,2017-06-02,track,Everywhere You Are
ERA,The 7th Sword,2017-11-03,track,Agnus Deorem
Phil France,The Swimmer,2017-03-03,track,The Swimmer
The Ayoub Sisters,The Ayoub Sisters,2017-09-22,track,Requiem: Pie Jesu
MythFox,Ninth Dynasty's Legend,2017-03-19,track,Ninth Dynasty's Legend
Paul Mauriat,Melodías Mágicas,2017-01-01,track,Black Is Black
Cinema,Más Allá de Lo Que Ves,2017-07-01,track,Traicionera (Merengue)
SeeD,Through the Veil,2017-09-19,track,Goblin's Pogo
Adrián Berenguer,Singularity,2017-05-03,track,Kaleidoscope
Faun,Midgard (Tour Edition),2017-03-03,track,Sonnenreigen (Lughnasad)
Hior Chronik,Out Of The Dust,2017-12-01,track,Remember
Paul Mauriat,Melodías Mágicas,2017-01-01,track,Somethin' Stupid
Philip Glass,Philip Glass: Piano Works,2017-01-27,track,Etudes: No. 6
Gérard Salesses,Classical Collection,2017-11-03,track,Für Elise - with The R.P.O.
Orquestas canarias,20 Grandes Exitos,2017-11-02,track,La Bombona
ERA,The 7th Sword,2017-11-03,track,Nomen Adore
Iván Torrent,Immortalys,2017-12-22,track,Beyond Love
Dominique Charpentier,L'attente,2017-03-08,track,L'attente
Eluveitie,Evocation II - Pantheon,2017-08-18,track,Antvmnos
Orquesta Olympus,Con la Fuerza del Corazón,2017-07-31,track,Traicionera - Cumbia Version
Libera,The Moon Represents My Heart - 月亮代表我的心,2017-10-20,track,The Moon Represents My Heart - 月亮代表我的心
Alborada Flamenca,Analizando la Vida,2017-06-09,track,Que Bonito Es Querer
Iván Torrent,Passage to Eden (feat. Lara Ausensi),2017-12-22,track,Passage to Eden (feat. Lara Ausensi)
Camille Saint-Saëns,Saint-Saëns: Symphonic Poems,2017-12-01,track,"Sarabande et rigaudon, Op. 93: Sarabande"
Alexander Litvinovsky,Le Grand Cahier (Suite for String Orchestra),2017-10-20,track,Le grand cahier: IV. Nos études
Franz Schubert,"Schubert: Schwanengesan, D. 957 / Shostakovich: Viola Sonata, Op. 147",2017-01-20,track,"Schwanengesang, D. 957: No. 4, Ständchen"
Orquestas canarias,20 Grandes Exitos,2017-11-02,track,Marejada
Angèle Dubeau,Portrait: Max Richter,2017-10-06,track,Dona Nobis Pacem 2 (From “The Leftovers” – Season 1)
Georg Philipp Telemann,Telemann Collection,2017-01-06,track,"Ouverture-Suite in D Minor, TWV 55:d2: II. Rondeau"
Georges Bizet,Bizet: Carmen & L'arlésienne Suites,2017-10-13,track,Carmen Suite No. 1 (Arr. E. Guiraud): VI. Les toréadors
Max Richter,Three Worlds: Music From Woolf Works,2017-01-27,track,Three Worlds: Music from Woolf Works / Mrs Dalloway: Meeting Again
Kurt Weill,For Seasons,2017-03-03,track,Knickerbocker Holiday: September Song (Arr. by Paul Bateman)
William Boyce,Boyce: 8 Symphonies,2017-01-06,track,"Symphony in B-Flat Major, Op. 2 No. 1: II. Moderato e dolce"
Claude Debussy,Debussy: Sonates & Trios,2017-11-03,track,"Debussy: Piano Trio in G Major, CD 5, L. 5: III. Andante espressivo"
Dmitri Shostakovich,"Shostakovich: Symphony No. 5 in D Minor, Op. 47 (Remastered)",2017-11-17,track,"Symphony No. 5 in D Minor, Op. 47: I. Moderato - 2017 Remastered Version"
Edward Elgar,Elgar Variaciones Enigma,2017-12-15,track,"Variations on an Original Theme, Op. 36 ""Enigma"": IX. Nimrod (Moderato)"
Droplex,Physical Level,2017-08-06,track,Physical Level
Orquesta Fania Blanco Show,Orquesta Fania Blanco Show. 25 Aniversario,2017-05-30,track,Reggaeton Lento (Bailemos) - Cumbia Version
Coro de la Hermandad de Valme,Media Vida,2017-10-30,track,Media Vida
Grupo Beatriz,Desde el Corazón,2017-03-24,track,Endúlzame Que Soy Café (Amor Sincero)
Johann Sebastian Bach,J.S. Bach: Goldberg Variations,2017-03-03,track,"Goldberg Variations, BWV 988: Aria"
Robert Schumann,Schumann 50,2017-03-20,track,"Carnaval, Op. 9: XII. Chopin"
Luca Longobardi,3 soundscapes in C,2017-09-03,track,A sleepless night
Luis Cobos,Fantasías (Remasterizado),2017-10-27,track,Zarzuela Suite - Remasterizado
Grupo Beatriz,Desde el Corazón,2017-03-24,track,Pájaro Libre
Christian Löffler,Pigment,2017-03-29,track,Pigment - Parra for Cuva Piano Reinterpretation
Ray Conniff,"The Wonderful Ray Conniff, Vol. 1 (Remastered)",2017-10-12,track,Aquellos Ojos Verdes - Remastered
Orquesta Fania Blanco Show,Orquesta Fania Blanco Show. 25 Aniversario,2017-05-30,track,Soldadito Marinero - Bachata Version
Franz Schubert,Schubert: Fantasie in F Minor and Other Piano Duets,2017-03-10,track,"Variations on an Original Theme in A-Flat Major, D. 813: VI. Variation V"
Jan Valta,Kingdom Come: Deliverance (Original Soundtrack Essentials),2018-02-13,track,Poverty and Famine
Rousseau,Clair de Lune,2018-07-17,track,Clair de Lune
Andrea Bocelli,Sì (Edición Especial En Español),2018-10-26,track,Alas de libertad
Phil France,Circle,2018-08-31,track,Circle - Reprise
Orquesta Internacional A'Banda Sombra,Ven Junto a Mí,2018-11-20,track,La Cabaña
Orquestra Di-versiones,Diverdiscu (Lo Mejor de lo Peor),2018,track,Staydiver
Eric Christian,Valse Sentimentale No. 1,2018-11-30,track,Valse Sentimentale No. 1
Indios Tabajaras,16 Grandes Éxitos,2018-01-20,track,Luces en el Puerto
Feuerschwanz,Methämmer,2018-08-17,track,Schubsetanz
Rousseau,Arabesque No. 1,2018-08-01,track,Arabesque No. 1
Consuelo Velázquez,Bésame Mucho,2018-09-21,track,Bésame mucho
Stimming x Lambert,Exodus,2018-03-09,track,Trauerweide
Luca D'Alberto,Exile,2018-10-05,track,Like We Were
Mac Quayle,The Assassination of Gianni Versace: American Crime Story (Original Television Soundtrack),2018-03-16,track,Adagio in G Minor
Dominik A. Hecker,Broken Promises,2018-07-16,track,Broken Promises
Ian Fontova,The Celtic Room,2018-03-26,track,The Wind Folk
Alex Christensen,Classical 90s Dance 2,2018-10-19,track,Another Night
Max Richter,The Blue Notebooks (15 Years),2018-05-11,track,Shadow Journal
Orquestra Di-versiones,Diverdiscu (Lo Mejor de lo Peor),2018,track,La Putivuelta
Orquesta Internacional A'Banda Sombra,Ven Junto a Mí,2018-11-20,track,Doce Rosas
Anne Sophie Versnaeyen,Soul Stories (Emotional Orchestral Drama Tracks),2018-05-14,track,The Power of Mind
Orquesta Internacional A'Banda Sombra,Te Presumo,2018-03-21,track,Algo De Mi
Cole Porter,Éxitos Inolvidables De Cole Porter,2018-01-20,track,Begin the Beguine
Dos Brains,A World Of Color,2018-12-21,track,Blood Moon
Mike Lazarev,Footsteps,2018-08-07,track,Footsteps
Ólafur Arnalds,re:member,2018-08-24,track,ekki hugsa
Orquesta Olympus,20 Razones por Tí,2018-07-06,track,Cómo Pagarte - Versión Merengue
Johannes Brahms,"Lullaby (Guten Abend, gut' Nacht)",2018-09-14,track,"Lullaby (Guten Abend, gut' Nacht)"
Tomás Mendez,Bésame Mucho,2018-09-21,track,Cucurrucucú paloma
Giacomo Meyerbeer,Dinorah: Ombra leggera (Arr. for piano),2018-02-15,track,Dinorah: Ombra leggera - Arr. for Piano
Pyotr Ilyich Tchaikovsky,Tchaikovsky El Cascanueces,2018-03-09,track,"The Nutcracker, Op. 71: Miniature Overture"
André Rieu,Romantic Moments II,2018-12-07,track,"Sunrise Sunset - From ""Fiddler On The Roof"""
Johann Sebastian Bach,"J.S. Bach: Concerto in D Minor, BWV 974, 2. Adagio",2018-07-27,track,"Concerto in D Minor, BWV 974: II. Adagio"
Jacques Offenbach,Diva - The Very Best of Anna Netrebko,2018-06-29,track,Les Contes d'Hoffmann: Barcarolle - Excerpt
Claudio Monteverdi,Monteverdi: Vespro della Beata Vergine,2018-05-11,track,"Vespro della Beata Vergine, SV 206: I. Deus in adiutorium"
Johann Sebastian Bach,Johann Sebastian Bach,2018-09-07,track,"Widerstehe doch der Sünde, BWV 54 (Transcr. by Víkingur Ólafsson)"
Orquesta Los Españoles,30 Años de Historia Juntos,2018-07-06,track,Medley Rancheras: Después del Rosario / Tu Abandono / Una Noche Como Esta / La Ley del Monte
Film Symphony Orchestra,"La Mejor Música de Cine, Vol. 4",2018-05-01,track,"Suite (From ""Pearl Harbour"")"
Manuel Riveiro,"Hasta El Último Suspiro (Tema Incluido En La B.S.O. De La Película ""La Sombra De La Ley"")",2018-09-28,track,"Hasta El Último Suspiro - Tema Incluido En La B.S.O. De La Película ""La Sombra De La Ley"""
Frédéric Chopin,"Chopin: 24 Études, Opp. 10 & 25",2018-03-16,track,"12 Etudes, Op. 10: No. 1 in C Major ""Waterfall"""
Alexis Ffrench,Evolution,2018-08-31,track,Exhale
Claude Debussy,Clair de lune,2018-03-09,track,"Suite bergamasque, L. 75: III. Clair de lune"
Orquesta Olympus,20 Razones por Tí,2018-07-06,track,La Tormenta - Versión Merengue
El Combo Dominicano,Un Beso en la Discoteca,2018-10-05,track,Así No Te Amará Jamás
Orquestra Di-versiones,Diverdiscu (Lo Mejor de lo Peor),2018,track,Fiesta de Campanas
RIOPY,RIOPY,2018-02-02,track,Drive
Max Richter,White Boy Rick (Original Motion Picture Soundtrack),2018-09-14,track,Nonviolent Offender
André Rieu,Romantic Moments II,2018-12-07,track,"The Beautiful Blue Danube, ARV_15"
Wolfgang Amadeus Mozart,Mozart: Concierto para Violín,2018-03-16,track,"Violin Concerto No. 3 in G Major, K. 216: I. Allegro"
Orquesta Finisterre,El Ritmo Que Prende,2018-07-12,track,Exitos en Cumbia: Dos Hombres y un Destino / Bailar Pegados / Vivir Así Es Morir de Amor
Felix Mendelssohn,La Música Mas Bella Del Mundo (II),2019-04-04,track,Marcha Nupcial
Radical Face,Ghost (Anniversary Edition),2019-10-18,track,"Welcome Home, Son - Orchestral"
Pyotr Ilyich Tchaikovsky,Sugar Plum on the Run,2019-11-08,track,Dance of the Sugar Plum Fairy
Nico Cartosio,Melting,2019-04-17,track,Girl On An Iceberg
J.T. Peterson,Petrichor,2019-03-26,track,Black Rose
Grupo Arena,Contando Lunares,2019-07-30,track,Contando Lunares
Nueva Línea,Síguelo gozando,2019-09-23,track,Robarte un beso
Alexis Ffrench,Reborn (Solo Piano Version),2019-06-21,track,Reborn (Solo Piano Version)
Michael Vignola,Infinity,2019-10-21,track,Infinity
A Winged Victory for the Sullen,The Undivided Five,2019-11-01,track,The Slow Descent Has Begun
Hania Rani,Esja,2019-04-05,track,Biesy
ABBOTT,Clockwise,2019-12-11,track,Clockwise
Two Steps from Hell,Dragon,2019-01-18,track,Dragonwing
Domenico Scarlatti,Scarlatti: 52 Sonatas,2019-10-04,track,"Sonata in D Minor, K. 32"
Shida Shahabi,Futō,2019-09-27,track,Futō
Ólafur Arnalds,re:member (choir versions),2019-12-13,track,momentary - choir version
Hania Rani,Esja,2019-04-05,track,Sun
Berend Salverda,Point Zero,2019-05-03,track,Summit
Puy du Fou,El Sueño de Toledo,2019-08-30,track,Recaredo (feat. London Voices)
Alexandre Lagoya,The Alexandre Lagoya Edition - Complete Philips Recordings With Orchestra,2019-06-14,track,Variations sur “Jeux interdits”
Jan Dismas Zelenka,Sacred Music for Dresden Cathedral,2019-05-03,track,"Miserere, ZWV 57: I. Miserere I"
Alexandre Lagoya,The Alexandre Lagoya Edition - Complete Philips Recordings With Orchestra,2019-06-14,track,"Variations sur ""Jeux interdits"""
Stanley Myers,Soft Classical Music for Sleeping,2019-05-24,track,"Cavatina (From ""The Deer Hunter"")"
Karl Jenkins,Karl Jenkins: Piano,2019-02-08,track,Palladio (Version for Piano)
Nueva Línea,Síguelo gozando,2019-09-23,track,Rabia
Jess Gillam,Merry Christmas Mr. Lawrence,2019-11-01,track,Merry Christmas Mr. Lawrence (Arr. Metcalfe)
Ludovico Einaudi,Seven Days Walking (Day 1),2019-03-15,track,Seven Days Walking / Day 1: Cold Wind Var. 1
Music Lab Collective,"Clarinet Concerto in A Major, K622",2019-10-11,track,"Clarinet Concerto in A Major, K622 (arr. piano)"
Inma Shara,Lexus en clave de excelencia,2019-01-25,track,"Concert Grosso for String Orchestra ""Palladio"": I. Allegretto"
Johann Sebastian Bach,"Bach: 6 Partitas, BWV 825-830 (2018 Recording)",2019-11-29,track,"Partita No. 1 in B-Flat Major, BWV 825: I. Praeludium - Recorded 2018"
Hans Zimmer,The World of Hans Zimmer - A Symphonic Celebration (Live),2019-03-15,track,Mission Impossible 2 Orchestra Suite: Part 1 - Live
Alberto Ginastera,Piano Book (Deluxe Edition),2019-03-29,track,"Danzas Argentinas, Op. 2: II. Danza de la moza donosa"
Franz Schubert,Piano Book (Encore Edition),2019-11-15,track,"6 Moments musicaux, D. 780: No. 3 in F Minor. Allegro moderato"
Antonio Vivaldi,Vivaldi: The Four Seasons,2019-10-25,track,La Primavera (Spring) Op. 8 No. 1 in D major: I. Allegro
Brian Eno,"Eno, Roedelius, Moebius: By This River (Arr. Badzura)",2019-03-08,track,By This River (Arr. Badzura)
Ludwig van Beethoven,Beethoven: The Complete Piano Sonatas,2019-09-13,track,"Piano Sonata No. 21 in C Major, Op. 53, ""Waldstein"": I. Allegro con brio"
Rod Stewart,You're In My Heart: Rod Stewart (with The Royal Philharmonic Orchestra),2019-11-22,track,I Don't Want to Talk About It (with The Royal Philharmonic Orchestra)
RIOPY,Le Rêve d'une note,2019-02-15,track,Le rêve d'une note
Sumi Jo,Mother,2019-04-18,track,"Dvořák: Songs My Mother Taught Me (From Gypsy Melodies, Op. 55, B. 104)"
Rousseau,Comptine d'un autre été (Amélie),2019-02-03,track,Comptine d'un autre été (Amélie)
Federico Albanese,The Twelve (Original Motion Picture Soundtrack),2019-05-03,track,The Twelve Theme
Amadeus,Rock Me,2019-11-18,track,Rock Me
Ludwig van Beethoven,Piano Book (Encore Edition),2019-11-15,track,"Für Elise, Bagatelle in A Minor, WoO 59"
J.T. Peterson,Petrichor,2019-03-26,track,Don't Go
Nicostrauss,Aurora lucis,2019-04-24,track,Tavern background
