id_genero,artista,similar
1,Francois-Joseph Gossec,Leopold Hofmann
1,André Jolivet,Jean Françaix
1,André Jolivet,Henri Tomasi
1,André Jolivet,Paul Taffanel
1,Gerald Finzi,Lawrence Ashmore
1,Gerald Finzi,George Butterworth
1,Gerald Finzi,Peter Warlock
1,Gideon Klein,Viktor Ullmann
1,Gideon Klein,Hans Krasa
1,Gideon Klein,Pavel Haas
1,Giovanni Pierluigi da Palestrina,Thomas Tallis
1,Giovanni Pierluigi da Palestrina,William Byrd
1,Giovanni Pierluigi da Palestrina,Claudio Monteverdi
1,Antón García Abril,Gillian Whitehead
1,Antón García Abril,Du Yun
1,Antón García Abril,Franghiz Ali-Zadeh
1,Luis de Pablo,Cristóbal Halffter
1,Luis de Pablo,Roberto Gerhard
1,Luis de Pablo,Bernd Alois Zimmermann
1,Béla Bartók,Dmitri Shostakovich
1,Béla Bartók,Igor Stravinsky
1,Béla Bartók,Olivier Messiaen
1,Antonín Dvořák,Johannes Brahms
1,Antonín Dvořák,Felix Mendelssohn
1,Antonín Dvořák,Ludwig van Beethoven
1,Dominick Argento,Jonathan Dove
1,Dominick Argento,Ross Lee Finney
1,Dominick Argento,David Maslanka
1,Jean-Philippe Rameau,Jean-Baptiste Lully
1,Jean-Philippe Rameau,Georg Friedrich Händel
1,Jean-Philippe Rameau,Georg Philipp Telemann
1,Enrique Granados,Isaac Albéniz
1,Enrique Granados,Manuel de Falla
1,Enrique Granados,Joaquín Rodrigo
1,Antonio Vivaldi,Georg Friedrich Händel
1,Antonio Vivaldi,Johann Sebastian Bach
1,Antonio Vivaldi,Wolfgang Amadeus Mozart
1,Georg Philipp Telemann,François Couperin
1,Georg Philipp Telemann,Georg Friedrich Händel
1,Georg Philipp Telemann,Antonio Vivaldi
1,Gabriel Fauré,Robert Schumann
1,Gabriel Fauré,Johannes Brahms
1,Gabriel Fauré,Franz Schubert
1,Istvan Szekely,Jenö Jando
1,Istvan Szekely,Evelyne Dubourg
1,Istvan Szekely,Dénes Várjon
1,Bernat Vivancos,Paul Mealor
1,Bernat Vivancos,Gabriel Jackson
1,Bernat Vivancos,Sven-David Sandström
1,Dmitri Shostakovich,Sergei Prokofiev
1,Dmitri Shostakovich,Sergei Rachmaninoff
1,Dmitri Shostakovich,Johannes Brahms
1,Franz Liszt,Robert Schumann
1,Franz Liszt,Frédéric Chopin
1,Franz Liszt,Sergei Rachmaninoff
1,An-Lun Huang,I. Yeorgakopoúlou
1,An-Lun Huang,Georgios Gretsis
1,An-Lun Huang,Antonios Sakelariou
1,Herbert Howells,Charles Villiers Stanford
1,Herbert Howells,Kenneth Leighton
1,Herbert Howells,Charles Wood
1,Carlos Gardel,Roberto Goyeneche
1,Carlos Gardel,Julio Sosa
1,Carlos Gardel,Juan D'Arienzo
1,Johann Nepomuk Hummel,Carl Stamitz
1,Johann Nepomuk Hummel,Michael Haydn
1,Johann Nepomuk Hummel,Antonio Salieri
1,Radamés Gnattali,César Guerra-Peixe
1,Radamés Gnattali,Ernesto Nazareth
1,Radamés Gnattali,Camargo Guarnieri
1,Michael Gielen,Giuseppe Sinopoli
1,Michael Gielen,Vienna Symphony Orchestra
1,Michael Gielen,Riccardo Chailly
1,Johann Baptist Vanhal,Franz Danzi
1,Johann Baptist Vanhal,Josef Mysliveček
1,Johann Baptist Vanhal,Oskar Merikanto
1,Ariel Ramírez,Los Chalchaleros
1,Ariel Ramírez,Eduardo Falú
1,Ariel Ramírez,Los Fronterizos
1,Hector Berlioz,Camille Saint-Saëns
1,Hector Berlioz,Richard Strauss
1,Hector Berlioz,Gustav Mahler
1,Rahul Vellal,SooryaGayathri
1,Rahul Vellal,Uthara Unnikrishnan
1,Rahul Vellal,Spoorthi Rao
1,Matteo Carcassi,Luigi Legnani
1,Matteo Carcassi,Johann Kaspar Mertz
1,Matteo Carcassi,Jose Luis Merlin
1,Roman Berger,Krzysztof Knittel
1,Roman Berger,Krzysztof Baculewski
1,Roman Berger,Zbigniew Bargielski
1,Mario Castelnuovo-Tedesco,Federico Moreno Torroba
1,Mario Castelnuovo-Tedesco,Johann Kaspar Mertz
