artist,bio
Carlos Gardel,"Carlos Gardel fue un cantante y actor de cine naturalizado argentino, considerado el más importante tanguero de la primera mitad del siglo XX. Según algunos investigadores nació en Toulouse, Francia, el 11 de diciembre de 1890, y, según otros, nació en Tacuarembó, Uruguay, el 11 de diciembre de 1887. Falleció el 24 de junio de 1935 en Medellín, Colombia, en un accidente aéreo. La voz de Gardel ha sido declarada por la UNESCO como Patrimonio de la Humanidad. <a href=""https://www.last.fm/music/Carlos+Gardel"">Read more on Last.fm</a>"
Brosky TSW," <a href=""https://www.last.fm/music/Brosky+TSW"">Read more on Last.fm</a>"
Julius Asal," <a href=""https://www.last.fm/music/Julius+Asal"">Read more on Last.fm</a>"
Lappy," <a href=""https://www.last.fm/music/lappy"">Read more on Last.fm</a>"
Léo Delibes,"Léo Delibes (Saint-Germain-du-Val, actualmente un barrio de La Flèche, en Sarthe, 21 de febrero de 1836 - París, 16 de enero de 1891), nacido como Clément Philibert, fue un compositor romántico francés, recordado por sus ballets Sylvia y Coppélia y, más recientemente, por su ópera Lakmé.

Comenzando en 1847, Delibes estudió composición en el Conservatorio de París, donde obtuvo un primer premio de solfeo en 1850. Fue alumno de Adolphe Adam. <a href=""https://www.last.fm/music/+noredirect/L%C3%A9o+Delibes"">Read more on Last.fm</a>"
Jonas Hain," <a href=""https://www.last.fm/music/Jonas+Hain"">Read more on Last.fm</a>"
Claudio Monteverdi,"Claudio Giovanni Antonio Monteverdi (15 de mayo de 1567, en Cremona - 29 de noviembre de 1643, en Venecia) marcó la transición entre la tradición polifónica y madrigalista del siglo XVI y el nacimiento del drama lírico y de la ópera en el siglo XVII. Es la figura más importante en la transición entre la música del Renacimiento y del Barroco.

Inició sus estudios de música con Marco Antonio Ingegnieri, maestro de capilla de la Catedral de Cremona, y a los 15 años publicó sus primeras obras. <a href=""https://www.last.fm/music/Claudio+Monteverdi"">Read more on Last.fm</a>"
Mafeo 13," <a href=""https://www.last.fm/music/Mafeo+13"">Read more on Last.fm</a>"
Isaac Alstad," <a href=""https://www.last.fm/music/Isaac+Alstad"">Read more on Last.fm</a>"
Penguin Piano," <a href=""https://www.last.fm/music/Penguin+Piano"">Read more on Last.fm</a>"
RØRE," <a href=""https://www.last.fm/music/R%C3%98RE"">Read more on Last.fm</a>"
Anders Lundgaard," <a href=""https://www.last.fm/music/Anders+Lundgaard"">Read more on Last.fm</a>"
Aguilar y Su Orquesta," <a href=""https://www.last.fm/music/AGUILAR+Y+SU+ORQUESTA"">Read more on Last.fm</a>"
Eunike Tanzil," <a href=""https://www.last.fm/music/Eunike+Tanzil"">Read more on Last.fm</a>"
Joep Beving,"Joep Beving (Doetinchem, 9 de enero de 1976) es un compositor y pianista holandés.


Beving estudió Administración pública. Luego se dedicó al mundo de la publicidad, donde fue responsable de la música de numerosos anuncios publicitarios. También compuso bandas sonoras para cortometrajes Hortum (2010) y Het cadeau (2015).1​

En 2015 Beving publicó su primer álbum, Solipsism, piezas de piano neoclásicas y atmosféricas. Él describe sus composiciones como ""música simple para emociones complejas"". <a href=""https://www.last.fm/music/Joep+Beving"">Read more on Last.fm</a>"
Jamie Duffy," <a href=""https://www.last.fm/music/Jamie+Duffy"">Read more on Last.fm</a>"
Luis Berra," <a href=""https://www.last.fm/music/Luis+Berra"">Read more on Last.fm</a>"
Ryuichi Sakamoto,"El compositor Ryuichi Sakamoto, nació el 17 de enero de 1952  en la ciudad de Tokio,Japón .
Es un compositor  preferentemente de música electrónica y tocó durante mucho tiempo hasta 1982 , en una banda compuesta por tres integrantes , llamada  Yellow Magic Orchestra , que cultivaba el pop art, algunas veces comparada con el grupo Kraftwerk.

El se inicia como solista colaborando con el legendario David Sylian de origen japonés incursionando <a href=""https://www.last.fm/music/+noredirect/Ryuichi+Sakamoto"">Read more on Last.fm</a>"
Ólafur Arnalds,"Ólafur Arnalds es un músico, compositor y productor musical nacido el 3 de noviembre de 1986 en Mosfellsbær, Islandia. Su trabajo mezcla cuerdas con piano, agregando elementos electrónicos, realizando un cross-over entre la música clásica y lo moderno. En sus inicios fue baterista en las bandas de hardcore/metal como Fighting Shit y Celestine.  En el año 2004 compuso y grabó la introducción y dos cierres para el álbum Antigone de la banda alemana de metal Heaven Shall Burn <a href=""https://www.last.fm/music/+noredirect/%C3%93lafur+Arnalds"">Read more on Last.fm</a>"
Luca Longobardi," <a href=""https://www.last.fm/music/Luca+Longobardi"">Read more on Last.fm</a>"
Avery Bright," <a href=""https://www.last.fm/music/Avery+Bright"">Read more on Last.fm</a>"
Kelly Aliaga," <a href=""https://www.last.fm/music/Kelly+Aliaga"">Read more on Last.fm</a>"
Jeremy Soule,"Jeremy Soule es un conocido y premiado compositor estadounidense de música para videojuegos. Las composiciones de Soule suelen ser consideradas de las mejores en la industria de los videojuegos, y son comparadas en calidad con las orquestrales de muchas películas. Un gran porcentaje de la música de Soule se realiza de manera digital emulando tan bien una orquesta que a menudo no se distingue de las auténticas. Aunque también trabaja frecuentemente con coros y orquestas <a href=""https://www.last.fm/music/Jeremy+Soule"">Read more on Last.fm</a>"
Piano Glow," <a href=""https://www.last.fm/music/Piano+Glow"">Read more on Last.fm</a>"
Patty Gurdy," <a href=""https://www.last.fm/music/Patty+Gurdy"">Read more on Last.fm</a>"
Jordan Critz," <a href=""https://www.last.fm/music/Jordan+Critz"">Read more on Last.fm</a>"
Juan Arenosa," <a href=""https://www.last.fm/music/Juan+Arenosa"">Read more on Last.fm</a>"
James Quinn," <a href=""https://www.last.fm/music/James+Quinn"">Read more on Last.fm</a>"
Arrowsmith," <a href=""https://www.last.fm/music/+noredirect/Arrowsmith"">Read more on Last.fm</a>"
Music Lab Collective," <a href=""https://www.last.fm/music/Music+Lab+Collective"">Read more on Last.fm</a>"
42palmundo," <a href=""https://www.last.fm/music/42palmundo"">Read more on Last.fm</a>"
Johann Sebastian Bach,"Johann Sebastian Bach (Eisenach, Turingia, 21 de marzo de 1685 – Leipzig, 28 de julio de 1750) fue organista y uno de los máximos exponentes del barroco musical abarcando su extensa obra tanto la música sacra como la profana. Fue miembro de una de las familias de músicos más extraordinarias de la historia (alrededor de 120 músicos).

Su fecunda obra es considerada como la cumbre de la música barroca y una de las cimas de la música universal <a href=""https://www.last.fm/music/Johann+Sebastian+Bach"">Read more on Last.fm</a>"
Aram Khachaturian," <a href=""https://www.last.fm/music/+noredirect/Aram+Khachaturian"">Read more on Last.fm</a>"
Under The Zodiac," <a href=""https://www.last.fm/music/Under+the+Zodiac"">Read more on Last.fm</a>"
John Field,"John Field (Dublín, 26 de julio de 1782 - Moscú, 23 de enero de 1837) fue un compositor y pianista irlandés , conocido por ser el primer creador de nocturnos.

Nacido en Dublín en 1782, Field inicio sus estudios de piano, con su abuelo, del mismo nombre, organista profesional, y más tarde, con Tommaso Giordani - músico de origen napolitano -. Fue el hijo mayo de Robert Field, de profesión violinista. Debutó a los 9 años, con una buena acogida. <a href=""https://www.last.fm/music/John+Field"">Read more on Last.fm</a>"
Jean Sibelius,"Johan Julius Christian Sibelius - Jan Sibelius -  (8 de diciembre de 1865, Hämeenlinna, Finlandia - 20 de septiembre de 1957, Järvenpää, Finlandia) fue un compositor de música sinfónica finlandés del siglo XX. Considerado un excepcional artista en Finlandia, desempeñó una función determinante entre finales del siglo XIX y principios del XX en la creación de un estilo musical propio dentro del género. Su reputación internacional se caracteriza por fluctuar entre posiciones opuestas y enfrentadas. <a href=""https://www.last.fm/music/Jean+Sibelius"">Read more on Last.fm</a>"
Yiruma,"Yiruma nació el 15 de febrero de 1978, en Seoul, Korea. Es un compositor de piano sur-koreano. Esta casado con Miss Korea, SonHye-im.

Yiruma comenzó a aprender a tocar el piano en su casa en Korea a la edad de 5 años. En 1988 se mudó a Inglaterra y, en diciembre de 1996, participó en el álbum The Musicians of Purcell (Decca). Se graduó de “The Pucell of Specialist Music School” (Londres) en julio de 1997 y luego de el Colegio de los Reyes (Kings College) en Junio del 2000. <a href=""https://www.last.fm/music/Yiruma"">Read more on Last.fm</a>"
Regnør," <a href=""https://www.last.fm/music/Regn%C3%B8r"">Read more on Last.fm</a>"
Manuel Ponce,"Manuel María Ponce Cuéllar (Fresnillo, Zacatecas, 8 de diciembre de 1882 - Ciudad de México, 24 de abril de 1948), músico y compositor mexicano. <a href=""https://www.last.fm/music/Manuel+Ponce"">Read more on Last.fm</a>"
Evan Call," <a href=""https://www.last.fm/music/Evan+Call"">Read more on Last.fm</a>"
Claudio Constantini," <a href=""https://www.last.fm/music/Claudio+Constantini"">Read more on Last.fm</a>"
Belarusian Radio and Television Orchestra," <a href=""https://www.last.fm/music/Belarusian+Radio+and+Television+Orchestra"">Read more on Last.fm</a>"
dArtagnan,"dArtagnan es una banda alemana de folk rock, proveniente de Núremberg, liderada por el cantante Ben Metzner. Fundada en 2015, la agrupación mezcla géneros de música folclórica europea con un sonido Hard rock e incluso Heavy metal.

Historia
La banda fue fundada en Núremberg en 2015 por el cantante Benjamin Metzner (que también toca la mandolina, la gaita y la flauta), el guitarrista y corista Felix Fischer, y el guitarrista y cantante Tim Bernard. <a href=""https://www.last.fm/music/Dartagnan"">Read more on Last.fm</a>"
Pieter de Graaf," <a href=""https://www.last.fm/music/Pieter+De+Graaf"">Read more on Last.fm</a>"
Toneloom," <a href=""https://www.last.fm/music/Toneloom"">Read more on Last.fm</a>"
Amy Beach,"Amy Marcy Cheney Beach (Henniker, Nuevo Hampshire, 5 de septiembre de 1867-Nueva York, 27 de diciembre de 1944) fue una compositora y pianista estadounidense. Fue una de las primeras compositoras de la historia de Estados Unidos de América.

En el matadero que vivía su familia, pese a su modestia, había un piano, un claro emblema de estatus de clase media. En este caso era más que un símbolo, ya que su madre era una talentosa pianista y cantante y su abuela cantaba en el coro de la iglesia <a href=""https://www.last.fm/music/Amy+Beach"">Read more on Last.fm</a>"
John Williams,"Existen 2 Artistas con El mismo nombre.

John Williams. [ Compositor ]

John Williams. [ Guitarrista  Clásico ]




John Williams. [ Compositor ]

John Towner Williams (Floral Park, Nueva York, 8 de febrero de 1932) es un compositor y director de orquesta estadounidense. En una carrera que se extiende durante cinco décadas, Williams ha compuesto varias de las más famosas bandas sonoras de la historia del cine como: Tiburón, La Guerra de las Galaxias, E. <a href=""https://www.last.fm/music/John+Williams"">Read more on Last.fm</a>"
Wallerstedt," <a href=""https://www.last.fm/music/Wallerstedt"">Read more on Last.fm</a>"
Tabernis," <a href=""https://www.last.fm/music/Tabernis"">Read more on Last.fm</a>"
Enzo Corne," <a href=""https://www.last.fm/music/Enzo+Corne"">Read more on Last.fm</a>"
Fritz Kreisler,"Fritz Kreisler. (Viena, 2 de febrero de 1875 - † Nueva York, 29 de enero de 1962), fue un notable violinista y compositor estadounidense de origen austriaco.

Comenzó a estudiar con su padre siendo aun un niño y se perfeccionó con Jacques Auber. En 1882 se convirtió a la edad de siete años en el alumno más joven de la historia del Conservatorio Musical de Viena, donde estudió con Hellmesberge y Bruckner. Dos años más tarde, con tan solo nueve años <a href=""https://www.last.fm/music/Fritz+Kreisler"">Read more on Last.fm</a>"
logan feece," <a href=""https://www.last.fm/music/Logan+Feece"">Read more on Last.fm</a>"
Jon Batiste," <a href=""https://www.last.fm/music/Jon+Batiste"">Read more on Last.fm</a>"
Bardix le Gaulois," <a href=""https://www.last.fm/music/Bardix+le+Gaulois"">Read more on Last.fm</a>"
Johannes Winkler," <a href=""https://www.last.fm/music/Johannes+Winkler"">Read more on Last.fm</a>"
Hayato Sumino," <a href=""https://www.last.fm/music/Hayato+Sumino"">Read more on Last.fm</a>"
Joe Hisaishi,"Jō Hisaishi (1950 - ), más conocido como Joe Hisaishi (久石 譲 Hisaishi Jō), es un prolífico compositor japonés y director, responsable de más de 100 bandas sonoras.

Nació el 6 de diciembre de 1950 en Nagano (Japón) como Mamoru Fujisawa (藤沢守 Fujisawa Mamoru).

Comenzó sus clases de violín a los 4 años, descubriendo su pasión por la música. Es el responsable de más de 100 bandas sonoras y álbumes convencionales desde 1981. <a href=""https://www.last.fm/music/+noredirect/Joe+Hisaishi"">Read more on Last.fm</a>"
Maurice Ravel,"Joseph Maurice Ravel (Ciboure, Francia, 7 de marzo de 1875 – París, 28 de diciembre de 1937) fue un compositor del siglo XX. Su obra, frecuentemente vinculada al impresionismo, muestra además un audaz estilo neoclásico y, a veces, rasgos del expresionismo, y es el fruto de una compleja herencia y de hallazgos musicales que revolucionaron la música para piano y para orquesta. Reconocido como maestro de la orquestación y por ser un meticuloso artesano <a href=""https://www.last.fm/music/Maurice+Ravel"">Read more on Last.fm</a>"
La Louve," <a href=""https://www.last.fm/music/La+Louve"">Read more on Last.fm</a>"
Julie Cooper," <a href=""https://www.last.fm/music/Julie+Cooper"">Read more on Last.fm</a>"
Farya Faraji," <a href=""https://www.last.fm/music/Farya+Faraji"">Read more on Last.fm</a>"
starfall," <a href=""https://www.last.fm/music/Starfall"">Read more on Last.fm</a>"
Shoi Miyazawa," <a href=""https://www.last.fm/music/Shoi+Miyazawa"">Read more on Last.fm</a>"
Celestial Aeon Project," <a href=""https://www.last.fm/music/Celestial+Aeon+Project"">Read more on Last.fm</a>"
Raban," <a href=""https://www.last.fm/music/raban"">Read more on Last.fm</a>"
Philip Glass,"Philip Glass (31 de enero de 1937) es un compositor estadounidense de música minimalista. Nació en Baltimore y de niño estudió flauta en el conservatorio Peabody. Más tarde asistió a la escuela de música Julliard, donde empezó a tocar casi exclusivamente el piano.

Tras estudiar con Nadia Boulanger y trabajar con Ravi Shankar en Francia, Glass viajó en 1966 al norte de la India, principalmente por razones religiosas, donde entró en contacto con los refugiados tibetanos. <a href=""https://www.last.fm/music/Philip+Glass"">Read more on Last.fm</a>"
Antonio Vivaldi,"Antonio Lucio Vivaldi (Venecia, 4 de marzo de 1678 - Viena, 28 de julio de 1741). Compositor del alto barroco, apodado il prete rosso (""el cura rojo"") por ser sacerdote, pelirrojo y vestir una capa roja. Compuso unas 770 obras, entre las cuales se cuentan 477 concerti y 46 óperas.

Su padre, el violinista Giovanni Batista Vivaldi, fue su primer maestro, otro de los cuales fue, probablemente, Giovanni Legrenzi. El 18 de septiembre de 1693 ingresó en un seminario y recibió sus primeras órdenes religiosas. <a href=""https://www.last.fm/music/Antonio+Vivaldi"">Read more on Last.fm</a>"
OlexandrMusic," <a href=""https://www.last.fm/music/OlexandrMusic"">Read more on Last.fm</a>"
Spearfisher," <a href=""https://www.last.fm/music/Spearfisher"">Read more on Last.fm</a>"
Tomaso Albinoni," <a href=""https://www.last.fm/music/+noredirect/Tomaso+Albinoni"">Read more on Last.fm</a>"
Nightcall," <a href=""https://www.last.fm/music/Nightcall"">Read more on Last.fm</a>"
Ali Christenhusz," <a href=""https://www.last.fm/music/Ali+Christenhusz"">Read more on Last.fm</a>"
Txmy," <a href=""https://www.last.fm/music/txmy"">Read more on Last.fm</a>"
Yannick Lowack," <a href=""https://www.last.fm/music/Yannick+Lowack"">Read more on Last.fm</a>"
Lowell Mason," <a href=""https://www.last.fm/music/Lowell+Mason"">Read more on Last.fm</a>"
Hans Zimmer,"Hans Zimmer (Fráncfort del Meno, Alemania; 12 de septiembre de 1957); compositor de bandas sonoras cinematográficas, pionero en la integración de música electrónica y arreglos orquestales tradicionales. Ganador del premio Oscar de la Academia de las Artes y las Ciencias Cinematográficas a la mejor banda sonora en 1995. Hoy día es considerado uno de los compositores más sobresalientes de Hollywood.

De pequeño recibió clases de piano, más <a href=""https://www.last.fm/music/Hans+Zimmer"">Read more on Last.fm</a>"
Johann Pachelbel,"Johann Christoph Pachelbel, nació en Nuremberg y fue bautizado el 1 de septiembre de 1653. Murió en su ciudad natal el día 3 de marzo de 1706, aunque no fue enterrado hasta el día 9 de marzo, seis días después. Destacado organista, clavicembalista y compositor, Johann Pachelbel se cuenta entre los más importantes músicos de la generación anterior a Johann Sebastian Bach, de cuyo padre fue amigo. Entre sus numerosas composiciones hay que mencionar su célebre Canon en Re mayor <a href=""https://www.last.fm/music/Johann+Pachelbel"">Read more on Last.fm</a>"
Harpa Dei," <a href=""https://www.last.fm/music/Harpa+Dei"">Read more on Last.fm</a>"
Gabríel Ólafs," <a href=""https://www.last.fm/music/Gabr%C3%ADel+%C3%93lafs"">Read more on Last.fm</a>"
Óscar Lobete," <a href=""https://www.last.fm/music/%C3%93scar+Lobete"">Read more on Last.fm</a>"
Brian Eno,"Brian Peter George St. John le Baptiste de la Salle Eno, mejor conocido como Brian Eno, es un compositor, productor, músico, cantante y teórico nacido en Inglaterra en el año 1948. Es reconocido como el padre de la música ambient, con discos como Music for Airports, The Plateaux of Mirror, Day of Radiance y On Land. 

Empezó su carrera a principios de los '70s tocando con Roxy Music, aportando originales texturas del sintetizador. Esta banda obtuvo importancia dentro de la escena del glam rock <a href=""https://www.last.fm/music/Brian+Eno"">Read more on Last.fm</a>"
A. Blomqvist," <a href=""https://www.last.fm/music/A.+Blomqvist"">Read more on Last.fm</a>"
Christoph Bale," <a href=""https://www.last.fm/music/Christoph+Bale"">Read more on Last.fm</a>"
Florence + The Machine," <a href=""https://www.last.fm/music/Florence+++The+Machine"">Read more on Last.fm</a>"
Lennart Altgenug," <a href=""https://www.last.fm/music/Lennart+Altgenug"">Read more on Last.fm</a>"
Dragonage," <a href=""https://www.last.fm/music/DragonAge"">Read more on Last.fm</a>"
Sham Stalin," <a href=""https://www.last.fm/music/Sham+Stalin"">Read more on Last.fm</a>"
Gustav Mahler,"Gustav Mahler (Kaliste, actual República Checa, 7 de julio de 1860 - Viena, 18 de mayo de 1911) fue un compositor y director de orquesta austriaco.

Mahler fue más conocido en vida como uno de los más importantes directores de orquesta y de ópera de su momento, pero después ha venido a ser reconocido como uno de los compositores post-románticos más importantes - un logro admirable para alguien cuya madura creatividad se concentró en sólo dos géneros: la canción y la sinfonía. <a href=""https://www.last.fm/music/Gustav+Mahler"">Read more on Last.fm</a>"
Stephan Moccio,"Stephan Moccio es un compositor, productor, pianista, arreglista, director y artista de grabación nominado al Grammy y al Premio de la Academia. Coescribió y coprodujo las dos canciones de crédito final de Fifty Shades of Grey y su banda sonora: ""Earned It"" y ""I Know You"". <a href=""https://www.last.fm/music/Stephan+Moccio"">Read more on Last.fm</a>"
James Liam Figueroa," <a href=""https://www.last.fm/music/James+Liam+Figueroa"">Read more on Last.fm</a>"
Edward Elgar," <a href=""https://www.last.fm/music/+noredirect/Edward+Elgar"">Read more on Last.fm</a>"
Luciano Pavarotti,"Luciano Pavarotti, (Módena, 12 de octubre de 1935-Módena, 6 de septiembre 2007) fue un gran tenor italiano y uno de los cantantes más famosos de ópera y de música popular. Hijo de un panadero amante de la ópera que empujó Luciano a comenzar sus estudios en el mundo del canto lírico. Cursó sus estudios en la ""Scuola Magistrale"", donde trabajó como profesor de primaria después de graduarse. Sus primeras voces las dio en el coro de Módena junto a su padre. <a href=""https://www.last.fm/music/Luciano+Pavarotti"">Read more on Last.fm</a>"
Jon Hopkins,"Jon Hopkins es un músico inglés de gran precocidad que ha trabajado con variados artistas comerciales e independientes como Coldplay, Imogen Heap, Massive Attack, y Brian Eno, contando con cinco estupendos albumes, 'Opalescent' (2001), 'Contact Note' (2004), 'Insides' (2009), 'Immunity' (2013) y el reciente 'Singularity' (2018).

Junto a Coldplay, trabajó en dos canciones del álbum Viva la Vida: Life in Technicolor y The Escapist. Además tocó como artista soporte en los tres primeros conciertos del Viva la Vida World Tour.  <a href=""https://www.last.fm/music/Jon+Hopkins"">Read more on Last.fm</a>"
Anastasia Kobekina," <a href=""https://www.last.fm/music/Anastasia+Kobekina"">Read more on Last.fm</a>"
Yohei Kuriko," <a href=""https://www.last.fm/music/Yohei+Kuriko"">Read more on Last.fm</a>"
White_Records," <a href=""https://www.last.fm/music/White_Records"">Read more on Last.fm</a>"
French Fuse," <a href=""https://www.last.fm/music/French+Fuse"">Read more on Last.fm</a>"
Emiliano Blangero," <a href=""https://www.last.fm/music/Emiliano+Blangero"">Read more on Last.fm</a>"
Steyl," <a href=""https://www.last.fm/music/Steyl"">Read more on Last.fm</a>"
Ophelia Wilde," <a href=""https://www.last.fm/music/Ophelia+Wilde"">Read more on Last.fm</a>"
Lysander," <a href=""https://www.last.fm/music/Lysander"">Read more on Last.fm</a>"
Ludovico Einaudi,"Ludovico Einaudi (Turín, 23 de noviembre 1955) es un compositor y pianista moderno que destaca por el desarrollo de frases melodiosas en sus composiciones de piano.

Representa uno de los grandes éxitos de la música clásica contemporánea de los últimos años, no sólo por las ventas de discos, sino también por los conciertos realizados por todo el mundo.

Cuando era un niño su madre tocaba el piano con él. En 1982 se diploma en composición el Conservatorio de Música Giuseppe Verdi de Milán con Azio Corghi. <a href=""https://www.last.fm/music/Ludovico+Einaudi"">Read more on Last.fm</a>"
Marie Awadis,"Armenian composer and pianist Marie Awadis, born in Lebanon and now based in Germany, is known for her intimate, elegantly crafted music and sensitive sound.
https://www.marie-awadis.com/
https://www.youtube.com/@Marie-Awadis/videos 78vd <a href=""https://www.last.fm/music/Marie+Awadis"">Read more on Last.fm</a>"
Vian Izak," <a href=""https://www.last.fm/music/vian+izak"">Read more on Last.fm</a>"
Robert Gromotka," <a href=""https://www.last.fm/music/Robert+Gromotka"">Read more on Last.fm</a>"
Daniel Deuschle," <a href=""https://www.last.fm/music/Daniel+Deuschle"">Read more on Last.fm</a>"
Loreen,"Lorine Zineb Nora Talhaoui, conocida como Loreen (Estocolmo, 16 de octubre de 1983), es una cantante y productora musical sueca de ascendencia marroquí-bereber, conocida por ser la ganadora del Festival de la Canción de Eurovisión 2012 y de la edición de ese mismo año del Melodifestivalen.

El 10 de marzo de 2012 se proclama vencedora del Melodifestivalen 2012, como indicaban las apuestas de pago, por lo que representó a Suecia en el LVII Festival de la Canción de Eurovisión. <a href=""https://www.last.fm/music/Loreen"">Read more on Last.fm</a>"
Niko Vira," <a href=""https://www.last.fm/music/Niko+Vira"">Read more on Last.fm</a>"
Adrián Berenguer," <a href=""https://www.last.fm/music/Adri%C3%A1n+Berenguer"">Read more on Last.fm</a>"
Koshun Nakao," <a href=""https://www.last.fm/music/Koshun+Nakao"">Read more on Last.fm</a>"
Chen Gang," <a href=""https://www.last.fm/music/Chen+Gang"">Read more on Last.fm</a>"
Dulpe Damel," <a href=""https://www.last.fm/music/Dulpe+Damel"">Read more on Last.fm</a>"
